date,Open,High,Low,Close,Volume,InterestRate,ExchangeRate,VIX,TEDSpread,EFFR,Gold,Oil
2010/5/12,6.596666813,6.716667175,6.563333035,6.679999828,6669000,0.2,1.2642,25.52,0.27,0.2,1242.699951,75.65000153
2010/5/13,6.68333292,6.716667175,6.610000134,6.610000134,5171100,0.2,1.2568,26.68,0.28,0.2,1228.800049,74.40000153
2010/5/14,6.576666832,6.576666832,6.429999828,6.546667099,10608000,0.2,1.239,31.24,0.29,0.2,1227.400024,71.61000061
2010/5/17,6.576666832,6.616666794,6.406667233,6.550000191,7921800,0.2,1.2299,30.84,0.3,0.21,1227.699951,70.08000183
2010/5/18,6.606667042,6.623332977,6.343332767,6.349999905,12112500,0.2,1.2358,33.55,0.29,0.21,1214.300049,69.41000366
2010/5/19,6.343332767,6.453332901,6.21999979,6.373332977,11639100,0.2,1.2317,35.32,0.31,0.2,1192.599976,69.87000275
2010/5/20,6.193333149,6.246666908,6.019999981,6.026667118,24335700,0.2,1.237,45.79,0.31,0.2,1187.800049,68.01000214
2010/5/21,5.93333292,6.256667137,5.929999828,6.256667137,19465200,0.2,1.2575,40.1,0.33,0.2,1175.699951,70.04000092
2010/5/24,6.25,6.300000191,6.113333225,6.119999886,14195700,0.2,1.2406,38.32,0.34,0.21,1193.800049,70.20999908
2010/5/25,5.929999828,6.113333225,5.846666813,6.099999905,12618600,0.2,1.2279,34.61,0.37,0.21,1197.800049,68.75
2010/5/26,6.133333206,6.223332882,6.083333015,6.093332767,10632600,0.2,1.2224,35.02,0.37,0.2,1213.300049,71.51000214
2010/5/27,6.18333292,6.309999943,6.156667233,6.309999943,7377900,0.2,1.237,29.68,0.37,0.2,1211.900024,74.55000305
2010/5/28,6.300000191,6.31666708,6.166666985,6.196667194,8379600,0.2,1.2369,32.07,0.38,0.19,1212.199951,73.97000122
2010/5/31,6.300000191,6.31666708,6.166666985,6.196667194,8379600,0.2,1.2369,32.07,0.38,0.19,1212.199951,73.97000122
2010/6/1,6.193333149,6.296667099,6.116666794,6.130000114,9813000,0.18,1.2266,35.54,0.38,0.2,1224.800049,72.58000183
2010/6/2,6.18333292,6.243332863,6.116666794,6.243332863,7478400,0.18,1.2206,30.17,0.38,0.2,1220.599976,72.86000061
2010/6/3,6.28666687,6.300000191,6.199999809,6.256667137,6713700,0.18,1.2193,29.46,0.4,0.19,1208.300049,74.61000061
2010/6/4,6.139999866,6.199999809,6.133333206,6.143332958,12879300,0.18,1.1998,35.48,0.4,0.19,1216.199951,71.51000214
2010/6/7,6.179999828,6.273333073,6.070000172,6.073332787,9226800,0.18,1.1959,36.57,0.42,0.19,1239.300049,71.44000244
2010/6/8,6.090000153,6.139999866,5.943333149,6.083333015,9929100,0.18,1.1995,33.7,0.42,0.19,1244,71.98999786
2010/6/9,6.099999905,6.233333111,6.083333015,6.099999905,10413900,0.18,1.2045,33.73,0.44,0.18,1228.5,74.37999725
2010/6/10,6.203332901,6.340000153,6.166666985,6.326666832,7275300,0.18,1.2111,30.57,0.44,0.18,1220.800049,75.48000336
2010/6/11,6.233333111,6.400000095,6.21999979,6.383333206,5346300,0.18,1.2077,28.79,0.46,0.18,1228.900024,73.77999878
2010/6/14,6.480000019,6.5,6.363333225,6.366666794,5967000,0.18,1.2277,28.58,0.47,0.18,1223.300049,75.12000275
2010/6/15,6.446667194,6.56666708,6.423333168,6.563333035,8358600,0.18,1.2327,25.87,0.45,0.19,1233.199951,76.94000244
2010/6/16,6.550000191,6.556666851,6.453332901,6.513332844,4972500,0.18,1.2323,25.92,0.44,0.19,1229.300049,77.66999817
2010/6/17,6.510000229,6.516666889,6.356667042,6.443333149,4932000,0.18,1.2365,25.05,0.45,0.19,1247.5,76.79000092
2010/6/18,6.480000019,6.480000019,6.373332977,6.389999866,7206000,0.18,1.236,23.95,0.43,0.18,1257.199951,77.18000031
2010/6/21,6.449999809,6.476666927,6.303332806,6.333333015,6649800,0.18,1.2385,24.88,0.42,0.17,1239.699951,77.81999969
2010/6/22,6.329999924,6.386666775,6.21999979,6.223332882,6234300,0.18,1.2303,27.05,0.41,0.18,1239.900024,77.20999908
2010/6/23,6.263332844,6.306666851,6.176667213,6.193333149,5244600,0.18,1.231,26.91,0.41,0.17,1234.099976,76.34999847
2010/6/24,6.170000076,6.226666927,6.099999905,6.113333225,6785400,0.18,1.2288,29.74,0.41,0.16,1245.5,76.51000214
2010/6/25,6.156667233,6.340000153,6.133333206,6.296667099,9883800,0.18,1.2332,28.53,0.4,0.16,1255.800049,78.86000061
2010/6/28,6.313333035,6.369999886,6.283332825,6.28666687,6531600,0.18,1.2316,29,0.36,0.17,1238.199951,78.25
2010/6/29,6.173333168,6.190000057,5.996666908,6.016666889,7984200,0.18,1.2187,34.13,0.38,0.15,1242,75.94000244
2010/6/30,6.003333092,6.076666832,5.923333168,5.926667213,8521800,0.18,1.2291,34.54,0.35,0.09,1245.5,75.62999725
2010/7/1,5.96333313,6.056666851,5.81666708,5.900000095,9065100,0.18,1.2464,32.86,0.36,0.17,1206.300049,72.94999695
2010/7/2,5.913332939,5.953332901,5.766666889,5.766666889,6251400,0.18,1.2577,30.12,0.36,0.18,1207.400024,72.13999939
2010/7/5,5.913332939,5.953332901,5.766666889,5.766666889,6251400,0.18,1.2577,30.12,0.36,0.18,1207.400024,72.13999939
2010/7/6,5.840000153,5.916666985,5.726666927,5.78666687,8763300,0.18,1.2646,29.65,0.36,0.18,1194.800049,71.98000336
2010/7/7,5.820000172,5.940000057,5.766666889,5.929999828,8764800,0.18,1.2594,26.84,0.37,0.18,1198.599976,74.06999969
2010/7/8,5.986667156,6.019999981,5.920000076,5.986667156,5555400,0.18,1.2683,25.71,0.38,0.17,1195.800049,75.44000244
2010/7/9,5.966667175,6.086667061,5.956666946,6.06666708,5682300,0.18,1.2639,24.98,0.37,0.18,1209.599976,76.08999634
2010/7/12,6.050000191,6.079999924,6.006667137,6.050000191,4185600,0.18,1.2573,24.43,0.37,0.17,1198.5,74.94999695
2010/7/13,6.110000134,6.146667004,6.023333073,6.093332767,8961900,0.18,1.2719,24.56,0.38,0.17,1213.300049,77.15000153
2010/7/14,6.093332767,6.099999905,5.983333111,6.039999962,5435100,0.18,1.2755,24.89,0.38,0.17,1206.800049,77.04000092
2010/7/15,6.023333073,6.076666832,5.940000057,6.046667099,3585300,0.18,1.2893,25.14,0.37,0.19,1208.099976,76.62000275
2010/7/16,5.980000019,6.033332825,5.846666813,5.869999886,7863600,0.18,1.2919,26.25,0.37,0.19,1188,76.01000214
2010/7/19,5.886666775,5.926667213,5.833333015,5.903333187,4311000,0.18,1.2963,25.97,0.35,0.19,1181.699951,76.54000092
2010/7/20,5.836667061,6.059999943,5.806666851,6.050000191,6911700,0.18,1.2905,23.93,0.35,0.18,1191.5,77.44000244
2010/7/21,6.133333206,6.133333206,5.920000076,5.926667213,5768400,0.18,1.2818,25.64,0.35,0.18,1191.599976,76.55999756
2010/7/22,6,6.163332939,5.983333111,6.133333206,5718300,0.18,1.2903,24.63,0.34,0.18,1195.5,79.30000305
2010/7/23,6.146667004,6.226666927,6.03666687,6.210000038,4777500,0.18,1.2874,23.47,0.33,0.19,1187.699951,78.98000336
2010/7/26,6.233333111,6.343332767,6.176667213,6.333333015,4794300,0.18,1.2983,22.73,0.33,0.19,1183,78.98000336
2010/7/27,6.506667137,6.699999809,6.476666927,6.496666908,12775500,0.18,1.2983,23.19,0.33,0.19,1158,77.5
2010/7/28,6.613333225,6.630000114,6.43333292,6.446667194,6692400,0.18,1.2998,24.25,0.32,0.2,1160.400024,76.98999786
2010/7/29,6.466667175,6.533332825,6.363333225,6.486667156,6282900,0.18,1.3064,24.13,0.32,0.19,1168.400024,78.36000061
2010/7/30,6.420000076,6.513332844,6.363333225,6.489999771,10908600,0.18,1.3069,23.5,0.3,0.18,1181.699951,78.94999695
2010/8/1,6.420000076,6.513332844,6.363333225,6.489999771,10908600,0.19,1.3069,23.5,0.3,0.18,1181.699951,78.94999695
2010/8/2,6.573332787,6.71999979,6.496666908,6.699999809,7472700,0.19,1.3174,22.01,0.28,0.19,1183.400024,81.33999634
2010/8/3,6.686666965,6.716667175,6.650000095,6.679999828,6409500,0.19,1.3239,22.63,0.27,0.19,1185.199951,82.55000305
2010/8/4,6.676667213,6.756667137,6.653333187,6.71999979,7354200,0.19,1.3158,22.21,0.26,0.19,1193.699951,82.47000122
2010/8/5,6.663332939,6.789999962,6.619999886,6.769999981,6738900,0.19,1.3157,22.1,0.27,0.19,1197.199951,82.01000214
2010/8/6,6.696667194,6.766666889,6.650000095,6.736667156,6082200,0.19,1.3282,21.74,0.26,0.18,1203.400024,80.69999695
2010/8/9,6.736667156,6.833333015,6.716667175,6.826666832,6673500,0.19,1.3241,22.14,0.25,0.18,1200.699951,81.48000336
2010/8/10,6.766666889,6.846666813,6.68333292,6.783332825,8497800,0.19,1.3095,22.37,0.25,0.18,1196.199951,80.25
2010/8/11,6.673333168,6.71333313,6.550000191,6.586667061,8625900,0.19,1.2899,25.39,0.23,0.17,1197.5,78.01999664
2010/8/12,6.5,6.710000038,6.5,6.653333187,9476100,0.19,1.2866,25.73,0.22,0.18,1214.800049,75.73999786
2010/8/13,6.630000114,6.746666908,6.630000114,6.646667004,6285000,0.19,1.2767,26.24,0.22,0.19,1214.900024,75.38999939
2010/8/16,6.639999866,6.726666927,6.593332767,6.716667175,7782300,0.19,1.2838,26.1,0.2,0.2,1224.5,75.23999786
2010/8/17,6.773333073,6.800000191,6.710000038,6.710000038,6493500,0.19,1.289,24.33,0.18,0.2,1226.599976,75.76999664
2010/8/18,6.710000038,6.760000229,6.646667004,6.716667175,7100100,0.19,1.2872,24.59,0.19,0.19,1229.699951,75.41999817
2010/8/19,6.673333168,6.716667175,6.556666851,6.56666708,9484500,0.19,1.2837,26.44,0.18,0.19,1233.800049,74.43000031
2010/8/20,6.53000021,6.539999962,6.443333149,6.503333092,4935000,0.19,1.2687,25.49,0.18,0.2,1227.199951,73.45999908
2010/8/23,6.516666889,6.543333054,6.456666946,6.473332882,3696600,0.19,1.2663,25.66,0.16,0.19,1226.900024,73.09999847
2010/8/24,6.416666985,6.416666985,6.269999981,6.283332825,10512900,0.19,1.2675,27.46,0.15,0.19,1231.800049,71.62999725
2010/8/25,6.226666927,6.256667137,6.130000114,6.223332882,13461600,0.19,1.2652,26.7,0.14,0.19,1239.5,72.51999664
2010/8/26,6.170000076,6.216667175,6.059999943,6.106667042,12303900,0.19,1.2717,27.37,0.14,0.19,1235.400024,73.36000061
2010/8/27,6.166666985,6.18333292,6.056666851,6.179999828,10622700,0.19,1.2765,24.45,0.15,0.19,1236,75.16999817
2010/8/30,6.143332958,6.179999828,6.03000021,6.03000021,5348100,0.19,1.2686,27.21,0.15,0.19,1237.099976,74.69999695
2010/8/31,6,6.026667118,5.936666965,5.96999979,11856600,0.19,1.2704,26.05,0.16,0.21,1248.300049,71.91999817
2010/9/1,6.046667099,6.166666985,6.006667137,6.163332939,6850800,0.19,1.2813,23.89,0.17,0.19,1246.300049,73.91000366
2010/9/2,6.166666985,6.266666889,6.136666775,6.25,5169300,0.19,1.2824,23.19,0.15,0.19,1251.5,75.01999664
2010/9/3,6.343332767,6.406667233,6.260000229,6.396667004,6433500,0.19,1.2885,21.31,0.15,0.19,1249.199951,74.59999847
2010/9/6,6.343332767,6.406667233,6.260000229,6.396667004,6433500,0.19,1.2885,21.31,0.15,0.19,1249.199951,74.59999847
2010/9/7,6.376667023,6.380000114,6.210000038,6.21999979,5709600,0.19,1.2723,23.8,0.15,0.2,1257.300049,74.08999634
2010/9/8,6.216667175,6.269999981,6.196667194,6.216667175,6527400,0.19,1.2727,23.25,0.15,0.19,1255.599976,74.66999817
2010/9/9,6.289999962,6.353332996,6.25,6.273333073,5624100,0.19,1.2708,22.81,0.15,0.18,1248.900024,74.25
2010/9/10,6.269999981,6.336667061,6.203332901,6.320000172,6213300,0.19,1.2731,21.99,0.15,0.18,1244.5,76.44999695
2010/9/13,6.413332939,6.456666946,6.373332977,6.449999809,4536600,0.19,1.289,21.21,0.14,0.18,1245.099976,77.19000244
2010/9/14,6.420000076,6.539999962,6.400000095,6.46999979,5739600,0.19,1.3014,21.56,0.14,0.19,1269.699951,76.80000305
2010/9/15,6.429999828,6.523333073,6.389999866,6.5,3465600,0.19,1.3008,22.1,0.14,0.21,1266.699951,76.01999664
2010/9/16,6.466667175,6.503333092,6.426667213,6.453332901,3796200,0.19,1.3079,21.72,0.13,0.21,1271.900024,74.56999969
2010/9/17,6.493332863,6.543333054,6.456666946,6.476666927,5478300,0.19,1.3046,22.01,0.13,0.21,1275.599976,73.66000366
2010/9/20,6.483333111,6.583333015,6.453332901,6.56666708,6248100,0.19,1.3074,21.5,0.12,0.21,1279,74.86000061
2010/9/21,6.576666832,6.579999924,6.449999809,6.506667137,4923900,0.19,1.3136,22.35,0.12,0.2,1272.400024,73.51999664
2010/9/22,6.516666889,6.579999924,6.449999809,6.493332863,6707700,0.19,1.3385,22.51,0.13,0.21,1290.199951,74.70999908
2010/9/23,6.423333168,6.579999924,6.386666775,6.446667194,8602200,0.19,1.3344,23.87,0.13,0.2,1294.300049,75.18000031
2010/9/24,6.539999962,6.723332882,6.516666889,6.723332882,7822200,0.19,1.3476,21.71,0.14,0.21,1296,76.48999786
2010/9/27,6.703332901,6.716667175,6.559999943,6.579999924,5681700,0.19,1.3475,22.54,0.13,0.19,1296.699951,76.51999664
2010/9/28,6.613333225,6.646667004,6.503333092,6.630000114,3384000,0.19,1.3583,22.6,0.13,0.19,1306.599976,76.18000031
2010/9/29,6.606667042,6.643332958,6.56666708,6.606667042,3562500,0.19,1.3638,23.25,0.13,0.19,1308.5,77.86000061
2010/9/30,6.666666985,6.71999979,6.476666927,6.476666927,8072400,0.19,1.3601,23.7,0.13,0.15,1307.800049,79.97000122
2010/10/1,6.513332844,6.573332787,6.356667042,6.43333292,8291100,0.19,1.3754,22.5,0.13,0.2,1316.099976,81.58000183
2010/10/4,6.426667213,6.483333111,6.366666794,6.429999828,4734600,0.19,1.3688,23.53,0.16,0.2,1315.400024,81.47000122
2010/10/5,6.5,6.673333168,6.426667213,6.626667023,5796300,0.19,1.3834,21.76,0.17,0.2,1338.900024,82.81999969
2010/10/6,6.650000095,6.673333168,6.593332767,6.633333206,3237300,0.19,1.3924,21.49,0.16,0.19,1346.400024,83.23000336
2010/10/7,6.643332958,6.656667233,6.553332806,6.590000153,3702900,0.19,1.3921,21.56,0.16,0.18,1333.900024,81.66999817
2010/10/8,6.590000153,6.643332958,6.559999943,6.626667023,3176400,0.19,1.3923,20.71,0.17,0.18,1344.199951,82.66000366
2010/10/11,6.610000134,6.676667213,6.590000153,6.633333206,3662100,0.19,1.3923,18.96,0.17,0.18,1353.300049,82.20999908
2010/10/12,6.630000114,6.673333168,6.599999905,6.670000076,4956600,0.19,1.3846,18.93,0.16,0.18,1345.699951,81.66999817
2010/10/13,6.693333149,6.736667156,6.639999866,6.706666946,6156000,0.19,1.3964,19.07,0.16,0.18,1369.5,83.01000214
2010/10/14,6.663332939,6.75,6.599999905,6.653333187,4850400,0.19,1.4066,19.88,0.15,0.19,1376.699951,82.69000244
